StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q14,Q15,Q16,Q17,Q19,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q38,Q41,Q39,Q40,Q56,Q5_1,Q5_2,Q46_1,Q46_2,Q46_3,Q47_1,Q47_2,Q48,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q14_1,Q23_1,Q24_1,Q25_1,Q26_1,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q2,Q33,Q17,Q8,Q34,Q36,Q42,Q45#1_1,Q45#1_2,Q45#1_3,Q45#1_4,Q45#1_5,Q45#1_6,Q45#1_7,Q45#1_8,Q45#1_9,Q45#2_1,Q45#2_2,Q45#2_3,Q45#2_4,Q45#2_5,Q45#2_6,Q45#2_7,Q45#2_8,Q45#2_9,Q37,validation_code
8/1/19 21:38,8/1/19 21:46,IP Address,69.207.42.79,100,473,TRUE,8/1/19 21:46,R_sXTP2upuoLV6K8V,,,,,43.00280762,-78.85469818,anonymous,EN,"I consent, begin the study",24,Bachelor's degree,Public university,Health Sciences,Very important,Somewhat important,Not important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Not important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Yourself,"Lived on campus,Held a leadership position in an organization,Participated in an unpaid internship,Participated in leadership training",Yes,Yes,Slightly conservative,Disagree,Disagree,Neutral,Strongly disagree,Agree,Neutral,Disagree,Hard work,80863,35580,65229,30458,39084,45,67,60,70,50,,,,,University,,,,,,,,,,,Neutral,Agree,Disagree,Agree,Neutral,What they deserve,None of the above because people should help themselves,"Yes, and working full-time (35 or more hours a week in one or more jobs)",Attend graduate/professional school full-time,Female,White/Caucasian,"$25,000 - $29,999",,,Answer 1,,,,,,,,,,,Answer 1,,,,,Entry-level geology research associate,34
8/1/19 22:54,8/1/19 23:02,IP Address,71.175.35.252,100,481,TRUE,8/1/19 23:02,R_3qrJA1gFqXR1xiw,,,,,40.08999634,-75.03630066,anonymous,EN,"I consent, begin the study",23,Bachelor's degree,Public university,Business,Very important,Somewhat important,Not important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Not important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Yourself,"Joined a pre-professional or departmental club,Lived on campus,Held a leadership position in an organization,Voted in a national, state, or local election,Participated in an unpaid internship",Unsure,Yes,Liberal,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Coming from a wealthy family,64960,24259,52022,22642,44474,30,86,46,46,42,,,,,,My estimate was lower than the actual salary,,,,,,,,Blue collared,,Agree,Agree,Disagree,Agree,Neutral,Less than they deserve,"Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","No, and looking for work",Stay at home to be with or start a family,Female,White/Caucasian,"$30,000 - $59,999",,,Answer 1,,,,,,,,,Answer 1,,,,,,,Electrical engineer ,81
8/2/19 0:48,8/2/19 0:57,IP Address,97.126.20.146,100,539,TRUE,8/2/19 0:57,R_1rCVqtH3fk88AAs,,,,,47.53640747,-122.2779999,anonymous,EN,"I consent, begin the study",24,Bachelor's degree,Public university,Natural Sciences,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Not important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Friends,"Joined a pre-professional or departmental club,Attended a racial/cultural awareness workshop,Had a roommate of a different race/ethnicity,Lived on campus,Lived off campus,Voted in a national, state, or local election,Participated in an unpaid internship,Participated in an ethnic/racial student organization",Yes,Yes,Liberal,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Hard work,59838,24528,65768,26415,32345,62,20,76,13,17,,,,,smart person ,,,,,,,,,,,Agree,Strongly agree,Disagree,Agree,Disagree,Less than they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working part-time (less than 35 hours a week in one or more jobs)",Work part-time,Female,Asian,"$125,000 - $149,999",,,,,,Answer 1,,,,,,,,,Answer 1,,,,Entry level geology research assistant,16
8/2/19 1:17,8/2/19 1:28,IP Address,98.208.106.50,100,667,TRUE,8/2/19 1:28,R_3g5D9WbGqUy3lDe,,,,,38.76800537,-121.3348999,anonymous,EN,"I consent, begin the study",24,Professional degree,Public university,Engineering,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Parents,"Joined a pre-professional or departmental club,Held a full-time job (approximately 35 hours a week) while taking classes,Participated in a paid internship",Yes,Yes,Conservative,Agree,Neutral,Agree,Neutral,Agree,Strongly agree,Agree,Having a good education,122102,112938,161725,151482,112399,62,46,82,45,58,,,high salary,,,,,,,,,,,,,Strongly agree,Agree,Disagree,Agree,Agree,Less than they deserve,"Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,Asian,"$100,000 - $124,999",,,,,Answer 1,,,,,,,,,,Answer 1,,,,Electrical Engineer,60
8/2/19 3:54,8/2/19 4:01,IP Address,180.131.229.53,100,419,TRUE,8/2/19 4:01,R_1nOSVJZ7EkZ92DV,,,,,26.30949402,127.7702026,anonymous,EN,"I consent, begin the study",25,Bachelor's degree,Public university,Health Sciences,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Not important,Not important,Very important,Not important,Very important,Very important,Somewhat important,Parents,"Joined a pre-professional or departmental club,Had a roommate of a different race/ethnicity,Lived on campus,Lived off campus,Participated in a paid internship",Unsure,Yes,Slightly liberal,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Disagree,Knowing the right people,40701,30189,30458,25337,30997,60,40,40,15,40,,,,,,,,,,My estimate was lower than the actual salary,,,,high school diploma,,Neutral,Agree,Neutral,Strongly agree,Disagree,What they deserve,"Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working part-time (less than 35 hours a week in one or more jobs)",Work part-time,Female,Asian,"$30,000 - $59,999",Answer 1,,,,,,,,,,Answer 1,,,,,,,,Entry-level janitor at an office,45
8/2/19 5:43,8/2/19 5:49,IP Address,186.71.89.152,100,414,TRUE,8/2/19 5:49,R_2taIucqKxpIeeTV,,,,,-0.214294434,-78.50170135,anonymous,EN,"I consent, begin the study",24,Bachelor's degree,Private university,Humanities and Languages,Somewhat important,Very important,Very important,Somewhat important,Very important,Not important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Yourself,"Joined a fraternity or sorority or similar type of social house,Held a full-time job (approximately 35 hours a week) while taking classes,Lived on campus,Lived off campus,Played club, intramural, or recreational sports,Held a leadership position in an organization",Yes,Yes,Extremely liberal,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Having well-educated parents,73585,43396,108356,24259,42318,67,23,88,65,51,,,,,"research, intelligent, ambition",,,,,,,,,,,Disagree,Agree,Agree,Agree,Disagree,Much less than they deserve,"Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,White/Caucasian,"$30,000 - $59,999",,,,,,,,Answer 1,,,,,,,,,Answer 1,,engineer,9
8/2/19 7:16,8/2/19 7:23,IP Address,72.177.209.111,100,368,TRUE,8/2/19 7:23,R_2YXr4qcf4ZIsQdq,,,,,29.50419617,-98.56970215,anonymous,EN,"I consent, begin the study",25,Bachelor's degree,Public university,Health Sciences,Very important,Not important,Not important,Very important,Somewhat important,Somewhat important,Not important,Somewhat important,Not important,Very important,Somewhat important,Very important,Very important,Somewhat important,Not important,Somewhat important,Somewhat important,Very important,Somewhat important,Parents,"Held a full-time job (approximately 35 hours a week) while taking classes,Had a roommate of a different race/ethnicity,Lived off campus,Voted in a national, state, or local election",Yes,Yes,Conservative,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Hard work,87601,31806,131806,23450,24528,40,48,57,7,12,,,,,,,My estimate was lower than the actual salary,,,,,,,,Student,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,What they deserve,None of the above because people should help themselves,"Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,"White/Caucasian,Mexican American/Chicana/o/x","$125,000 - $149,999",,,,,Answer 1,,,,,,,,,Answer 1,,,,,Electrical Engineer,90
8/2/19 7:48,8/2/19 7:59,IP Address,75.68.177.223,100,647,TRUE,8/2/19 7:59,R_28TeZXfSFPQc39V,,,,,42.27960205,-71.12819672,anonymous,EN,"I consent, begin the study",25,Bachelor's degree,Private university,Business,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Not important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Yourself,"Joined a fraternity or sorority or similar type of social house,Joined a pre-professional or departmental club,Attended a racial/cultural awareness workshop,Had a roommate of a different race/ethnicity,Lived on campus,Played club, intramural, or recreational sports,Held a leadership position in an organization,Voted in a national, state, or local election,Participated in a paid internship,Participated in study abroad,Participated in leadership training",Yes,Yes,Moderate,Agree,Strongly disagree,Agree,Neutral,Agree,Neutral,Neutral,Knowing the right people,49865,21294,71698,30458,33693,80,28,80,28,33,,,,,,,My estimate was lower than the actual salary,,,,,Young journalist making a name for themself,,,,Agree,Agree,Agree,Agree,Strongly disagree,More than they deserve,"Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$100,000 - $124,999",,,,,Answer 1,,,,,,,,,,Answer 1,,,,News reporter,86
8/2/19 7:51,8/2/19 8:01,IP Address,204.152.156.1,100,643,TRUE,8/2/19 8:01,R_2qmTxlWIIOdDPz0,,,,,41.79960632,-88.00659943,anonymous,EN,"I consent, begin the study",24,Bachelor's degree,Public university,Health Sciences,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Not important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Parents,"Joined a fraternity or sorority or similar type of social house,Joined a pre-professional or departmental club,Lived on campus,Held a leadership position in an organization,Voted in a national, state, or local election,Participated in a paid internship",Yes,Yes,Liberal,Disagree,Disagree,Strongly agree,Neutral,Agree,Agree,Agree,Hard work,74933,43935,54447,30458,48248,75,33,56,11,28,smart,,,,,,,,,,,,,,,Agree,Agree,Neutral,Neutral,Agree,What they deserve,"Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,White/Caucasian,"$150,000 - $199,999",,,,,,Answer 1,,,,,,,,,Answer 1,,,,janitor,63
8/2/19 7:54,8/2/19 8:03,IP Address,73.100.144.56,100,522,TRUE,8/2/19 8:03,R_3g5x3agXmv21XTM,,,,,42.24630737,-70.99720001,anonymous,EN,"I consent, begin the study",25,Bachelor's degree,Public liberal arts college,Natural Sciences,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Not important,Very important,Very important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yourself,"Joined a pre-professional or departmental club,Had a roommate of a different race/ethnicity,Lived on campus,Lived off campus,Held a leadership position in an organization,Voted in a national, state, or local election,Participated in a paid internship,Participated in an unpaid internship",Yes,Yes,Extremely liberal,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Hard work,56334,22911,40701,29380,12668,50,50,50,50,50,,,,,rocks,,,,,,,,,,,Agree,Strongly agree,Disagree,Strongly agree,Agree,Less than they deserve,"Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,Asian,"$30,000 - $59,999",,,,,,Answer 1,,,,,,,,,Answer 1,,,,"journalilst, broker, engineer, geologist assistant, janitor",100
8/2/19 9:10,8/2/19 9:10,IP Address,97.102.114.182,100,13,TRUE,8/2/19 9:10,R_2YXMQXBVksszJq6,,,,,28.39390564,-81.42160034,anonymous,EN,"I consent, begin the study",26,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
8/2/19 9:21,8/2/19 9:25,IP Address,38.104.205.206,100,223,TRUE,8/2/19 9:25,R_2wt0KkjT447tAC8,,,,,32.78889465,-96.80210114,anonymous,EN,"I consent, begin the study",25,Bachelor's degree,Private university,Natural Sciences,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Parents,"Joined a pre-professional or departmental club,Lived off campus,Participated in student government",Yes,Yes,Moderate,Neutral,Neutral,Agree,Strongly agree,Agree,Agree,Neutral,Having a good education,94070,43396,106469,47709,28032,51,64,47,55,40,,,,,,,,,,My estimate was lower than the actual salary,,,,,nerd,Agree,Neutral,Agree,Neutral,Agree,What they deserve,Help them find a job,"Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,Asian,"$75,000 - $99,999",,,,Answer 1,Answer 1,Answer 1,,,,,,,,Answer 1,,,,,investment banker,66
8/2/19 9:26,8/2/19 9:41,IP Address,99.203.17.227,100,865,TRUE,8/2/19 9:41,R_2WUWHUsF0c2bP3L,,,,,39.001297,-76.88800049,anonymous,EN,"I consent, begin the study",24,Bachelor's degree,Public university,Arts,Not important,Very important,Very important,Not important,Very important,Not important,Somewhat important,Not important,Very important,Not important,Not important,Not important,Very important,Very important,Not important,Very important,Somewhat important,Somewhat important,Very important,Yourself,"Lived on campus,Lived off campus,Played club, intramural, or recreational sports,Held a leadership position in an organization,Voted in a national, state, or local election,Participated in a paid internship",Yes,Yes,Extremely liberal,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Neutral,Agree,Strongly agree,Knowing the right people,100000,40970,74933,27224,54447,31,46,15,32,35,,,,,,,,,,My estimate was equal to the actual salary,,,,Hard working,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Less than they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,White/Caucasian,"$30,000 - $59,999",,,,,Answer 1,,,,,,,,,,Answer 1,,,,Investment banker,57
8/2/19 9:41,8/2/19 9:52,IP Address,69.141.90.196,100,646,TRUE,8/2/19 9:52,R_ApQDEsyo3o67f9f,,,,,40.73399353,-74.07119751,anonymous,EN,"I consent, begin the study",25,Professional degree,Public university,Health Sciences,Somewhat important,Not important,Not important,Very important,Not important,Very important,Very important,Very important,Not important,Very important,Very important,Very important,Not important,Not important,Very important,Very important,Very important,Not important,Not important,Parents,"Joined a pre-professional or departmental club,Attended a racial/cultural awareness workshop,Had a roommate of a different race/ethnicity,Lived on campus,Held a leadership position in an organization,Voted in a national, state, or local election,Participated in an unpaid internship,Participated in leadership training,Participated in an ethnic/racial student organization",No,Yes,Slightly liberal,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Agree,Agree,Coming from a wealthy family,80323,24259,53369,30189,70620,30,10,20,24,22,,,,uneducated,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Less than they deserve,"Give them money,Give them food,Help them find a job","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,Asian,"$60,000 - $74,999",,,Answer 1,,,,,,,,,Answer 1,,,,,,,electrical engineer,1
